[22-09-24 18:40:46.322] LOG  : General     , 1727023246322> 8.775.239.128> Base.DR_200: displaycategory, WepFire.
[22-09-24 18:40:46.385] LOG  : General     , 1727023246385> 8.775.239.191> Base.K1A_DEV_Fold_HE: displaycategory, WepFire.
[22-09-24 18:40:46.385] LOG  : General     , 1727023246385> 8.775.239.191> Base.K1A_DEV_Fold_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.385] LOG  : General     , 1727023246385> 8.775.239.191> Base.K1A_DEV_INC: displaycategory, WepFire.
[22-09-24 18:40:46.385] LOG  : General     , 1727023246385> 8.775.239.191> Base.K1A_DEV_HE: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.191> Base.K1A_DEV_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_ADVK2: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_ADVK2_INC: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_ADVK2_HE: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_ADVK2_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_Grunt: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_Grunt_HE: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_Grunt_INC: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K2_Grunt_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.386] LOG  : General     , 1727023246386> 8.775.239.192> Base.K3LMG_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.192> Base.EAA_Witness_Long_45: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.192> Base.EAA_Witness_Long_9: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.192> Base.EAA_Witness_45: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.EAA_Witness_9: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.SCAR_B: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.SCAR_B_INC: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.SCAR_B_HE: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.SCAR_B_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.FireExtinguisher: displaycategory, Tool.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.FirePlace_Poker_B: displaycategory, WepMelee.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.FirePlace_Poker_C: displaycategory, WepMelee.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.FirePlace_Poker: displaycategory, WepMelee.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.DSHK_Fold: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.DSHK: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.FlareGun: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.GardenFork_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.Genesis_Mini_Bow: displaycategory, WepFire.
[22-09-24 18:40:46.387] LOG  : General     , 1727023246387> 8.775.239.193> Base.Genesis_Bow: displaycategory, WepFire.
[22-09-24 18:40:46.388] LOG  : General     , 1727023246388> 8.775.239.193> Base.Genesis_X_Bow: displaycategory, WepFire.
[22-09-24 18:40:46.388] LOG  : General     , 1727023246388> 8.775.239.194> Base.G43: displaycategory, WepFire.
[22-09-24 18:40:46.388] LOG  : General     , 1727023246388> 8.775.239.194> Base.Case_Small8: displaycategory, Cont.
[22-09-24 18:40:46.388] LOG  : General     , 1727023246388> 8.775.239.194> Base.Case_Large9: displaycategory, Cont.
[22-09-24 18:40:46.388] LOG  : General     , 1727023246388> 8.775.239.194> Base.Case_Large8: displaycategory, Cont.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.194> Base.Case_Police: displaycategory, Cont.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.194> Base.G36_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36_Fold_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36_Fold_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36C_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36C_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36C_Fold_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36C_Fold_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36KV_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36KV_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36KV_Fold_HE: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G36KV_Fold_INC: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.G21LMG_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.389] LOG  : General     , 1727023246389> 8.775.239.195> Base.MP7_Stock_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.195> Base.MP7_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.195> Base.XM8_INC: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.195> Base.XM8_HE: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.195> Base.XM8LMG_HE: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.XM8LMG_INC: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HandAxe_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HiPoint_Carbine: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HiPoint: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HZRedback_RTS: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HortonScout_125: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HoytSpectra_1000: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.HuntingKnife_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.Jatimatic_Stock_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.Jatimatic_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.KAC_M203: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.KAC_M203_HE: displaycategory, WepFire.
[22-09-24 18:40:46.390] LOG  : General     , 1727023246390> 8.775.239.196> Base.KAC_M203_INC: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.196> Base.CMR_30: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.CMR_30_Fold: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.KitchenKnife_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.L85_INC: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.L85_HE: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.L85A2_HE: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.L85A2_INC: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.AssaultRifle2_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.M14EBR_Fold_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.AssaultRifle_INC: displaycategory, WepFire.
[22-09-24 18:40:46.391] LOG  : General     , 1727023246391> 8.775.239.197> Base.AssaultRifle_HE: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.197> Base.AssaultRifle_Melee: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.197> Base.M240_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.M60_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.MG42_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.DEagle_Hawk: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.MeatCleaver_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.MissionMXB_400: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.M14EBR_Fold: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.NinjaStar: displaycategory, WepMelee.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.Bizon2_01_Stock: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.Bizon2_01_Fold: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.PolyCan_Blue_9mmSSExtClip: displaycategory, WepAmmoMag.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.PolyCan_Blue_9mmSSClip: displaycategory, WepAmmoMag.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.RPD_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.RPK74_HE: displaycategory, WepFire.
[22-09-24 18:40:46.392] LOG  : General     , 1727023246392> 8.775.239.198> Base.RPK74_INC: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.198> Base.RamboKnife_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.198> Base.Revolver_Short_357: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.198> Base.Revolver_357: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.198> Base.Revolver_Long_357: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Ruger_MK4_2245: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Ruger_PCC: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Ruger_PCC_R: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Ruger_PCC_M: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.SW_327_357: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.SW_327: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.MK22: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.M39: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.STAR_BM: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Shorty_Pistol_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.Sheridan_PGP: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.SlingShot_Marble: displaycategory, WepFire.
[22-09-24 18:40:46.393] LOG  : General     , 1727023246393> 8.775.239.199> Base.SlingShot_Rock: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.199> Base.Spartan_Spear_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.199> Base.AUG9_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.199> Base.AUG_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.199> Base.AUG_A3: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.AUG_A3_Grip: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.AK5C: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.Tactical_Axe_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.TenPointTurbo_XLT: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.TenPointVaporRS_470: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.ThrowingKnife_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.Tippmann_SL68: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.RussianMachete_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.VM_68: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.VSSK: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.Val_Spear_Thrown: displaycategory, WepMelee.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.WA2000_Bipod: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.WristRocket_Marble: displaycategory, WepFire.
[22-09-24 18:40:46.394] LOG  : General     , 1727023246394> 8.775.239.200> Base.WristRocket_Rock: displaycategory, WepFire.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.200> Base.Armor_Defender: displaycategory, ClothBody.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.200> Base.Bag_Plate_Carrier: displaycategory, ClothBody.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.200> Base.Armor_6B13: displaycategory, ClothBody.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.200> Base.Sheriff_Vest: displaycategory, ClothBody.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Sheriff_Vest_Full: displaycategory, ClothBody.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_PSGT_Helmet: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_PSGT_Helmet_Camo: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_PSGT_Visor: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_PSGT_Visor_UP: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_Riot_Visor: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Hat_Riot_Visor_UP: displaycategory, ClothHead.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Bag_SCBA: displaycategory, ClothBack.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Bag_Tactical_Alice: displaycategory, ClothBack.
[22-09-24 18:40:46.395] LOG  : General     , 1727023246395> 8.775.239.201> Base.Bag_Cat_Pack: displaycategory, ClothBack.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.201> Base.Bag_Robbie_Pack: displaycategory, ClothBack.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_X_Vest: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_X_Vest_Loose: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_SKS_Vest: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_SKS_Vest_Loose: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_AK_Vest: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Bag_AK_Vest_Loose: displaycategory, ClothBag.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Combat_Jumper: displaycategory, ClothBody.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Combat_Pants: displaycategory, ClothLeg.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Ela_Jacket: displaycategory, ClothBody.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Ela_Pants: displaycategory, ClothLeg.
[22-09-24 18:40:46.396] LOG  : General     , 1727023246396> 8.775.239.202> Base.Hat_FAST_Opscore: displaycategory, ClothHead.
[22-09-24 18:40:46.397] LOG  : General     , 1727023246397> 8.775.239.202> Base.Hat_M1_Helmet: displaycategory, ClothHead.
[22-09-24 18:40:46.397] LOG  : General     , 1727023246397> 8.775.239.202> Base.Hat_M1_Helmet_Ori: displaycategory, ClothHead.
