[24-09-24 01:51:15.946] LOG  : General     , 1727135475946> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[24-09-24 01:51:16.067] LOG  : General     , 1727135476067> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.067] LOG  : General     , 1727135476067> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.067] LOG  : General     , 1727135476067> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.067] LOG  : General     , 1727135476067> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.115] ERROR: General     , 1727135476115> 0> LuaManager.getFunctionObject> no such function "AZ_ChainsawUtil.OnCreate.TurnOffChainsaw".
[24-09-24 01:51:16.131] LOG  : General     , 1727135476131> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.131] LOG  : General     , 1727135476131> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.131] LOG  : General     , 1727135476131> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.131] LOG  : General     , 1727135476131> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.132] LOG  : General     , 1727135476132> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.133] LOG  : General     , 1727135476133> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.133] LOG  : General     , 1727135476133> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.133] LOG  : General     , 1727135476133> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.133] LOG  : General     , 1727135476133> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.181] LOG  : General     , 1727135476181> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.181] LOG  : General     , 1727135476181> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.181] LOG  : General     , 1727135476181> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.181] LOG  : General     , 1727135476181> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.182] LOG  : General     , 1727135476182> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.183] LOG  : General     , 1727135476183> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.184] LOG  : General     , 1727135476184> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.184] LOG  : General     , 1727135476184> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.184] LOG  : General     , 1727135476184> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.184] LOG  : General     , 1727135476184> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.184] LOG  : General     , 1727135476184> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.185] LOG  : General     , 1727135476185> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.186] LOG  : General     , 1727135476186> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.187] LOG  : General     , 1727135476187> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.187] LOG  : General     , 1727135476187> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.191] LOG  : General     , 1727135476191> 0> Warning: Radio worldsprite not valid, sprite = appliances_television_01_8.
[24-09-24 01:51:16.192] LOG  : General     , 1727135476191> 0> Item -> Radio item = Radio.TvAntique.
[24-09-24 01:51:16.192] LOG  : General     , 1727135476192> 0> Warning: Radio worldsprite not valid, sprite = appliances_television_01_4.
[24-09-24 01:51:16.192] LOG  : General     , 1727135476192> 0> Item -> Radio item = Radio.TvBlack.
[24-09-24 01:51:16.193] LOG  : General     , 1727135476193> 0> Warning: Radio worldsprite not valid, sprite = appliances_radio_01_16.
[24-09-24 01:51:16.193] LOG  : General     , 1727135476193> 0> Item -> Radio item = Radio.RadioMakeShift.
[24-09-24 01:51:16.193] LOG  : General     , 1727135476193> 0> Warning: Radio worldsprite not valid, sprite = appliances_radio_01_0.
[24-09-24 01:51:16.193] LOG  : General     , 1727135476193> 0> Item -> Radio item = Radio.RadioBlack.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_56.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Item -> Radio item = Radio.HamRadioMakeShift.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_56.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Item -> Radio item = Radio.HamRadioMakeShift.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_0.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Item -> Radio item = Radio.HamRadio1.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.194] LOG  : General     , 1727135476194> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.195] LOG  : General     , 1727135476195> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Warning: Radio worldsprite not valid, sprite = appliances_radio_01_16.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Item -> Radio item = Radio.RadioMakeShift.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Warning: Radio worldsprite not valid, sprite = appliances_radio_01_0.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Item -> Radio item = Radio.RadioBlack.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Warning: Radio worldsprite not valid, sprite = appliances_radio_01_8.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Item -> Radio item = Radio.RadioRed.
[24-09-24 01:51:16.197] LOG  : General     , 1727135476197> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_16.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkie1.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_24.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkie2.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_32.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkie3.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_40.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkie4.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_48.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkie5.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_64.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.WalkieTalkieMakeShift.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_56.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.HamRadioMakeShift.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_0.
[24-09-24 01:51:16.198] LOG  : General     , 1727135476198> 0> Item -> Radio item = Radio.HamRadio1.
[24-09-24 01:51:16.199] LOG  : General     , 1727135476199> 0> Warning: Radio worldsprite not valid, sprite = appliances_com_01_8.
[24-09-24 01:51:16.199] LOG  : General     , 1727135476199> 0> Item -> Radio item = Radio.HamRadio2.
[24-09-24 01:51:16.327] LOG  : General     , 1727135476327> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.327] LOG  : General     , 1727135476327> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.328] LOG  : General     , 1727135476328> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.328] LOG  : General     , 1727135476328> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.331] LOG  : General     , 1727135476331> 0> Warning: Moveable not valid.
[24-09-24 01:51:16.671] LOG  : General     , 1727135476671> 0> 4046 recipes loaded..
[24-09-24 01:51:16.671] LOG  : General     , 1727135476671> 0> Base.FishingMag1: Icon, magazine_Fish_01.
[24-09-24 01:51:16.671] LOG  : General     , 1727135476671> 0> Base.FishingMag2: Icon, magazine_Fish_02.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.ElectronicsMag1: Icon, magazine_Electric_01.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.ElectronicsMag2: Icon, magazine_Electric_02.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.ElectronicsMag3: Icon, magazine_Electric_03.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.ElectronicsMag5: Icon, magazine_Electric_04.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.EngineerMagazine1: Icon, magazine_Engineer_01.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.EngineerMagazine2: Icon, magazine_Engineer_02.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.CookingMag1: Icon, magazine_Cook_01.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.CookingMag2: Icon, magazine_Cook_02.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Radio.RadioMag1: Icon, magazine_Radio_01.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Radio.RadioMag2: Icon, magazine_Radio_02.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Radio.RadioMag3: Icon, magazine_Radio_03.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.HuntingMag1: Icon, magazine_Hunt_01.
[24-09-24 01:51:16.672] LOG  : General     , 1727135476672> 0> Base.HuntingMag2: Icon, magazine_Hunt_02.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.HuntingMag3: Icon, magazine_Hunt_03.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.MetalworkMag1: Icon, magazine_Metal_01.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.MetalworkMag2: Icon, magazine_Metal_02.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.MetalworkMag3: Icon, magazine_Metal_03.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.MetalworkMag4: Icon, magazine_Metal_04.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.SmithingMag1: Icon, magazine_Smith_01.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.SmithingMag2: Icon, magazine_Smith_02.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.SmithingMag3: Icon, magazine_Smith_03.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.SmithingMag4: Icon, magazine_Smith_04.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.FarmingMag1: Icon, magazine_Guide_01.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.HerbalistMag: Icon, magazine_Guide_02.
[24-09-24 01:51:16.673] LOG  : General     , 1727135476673> 0> Base.ElectronicsMag4: Icon, magazine_Guide_03.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.MechanicMag1: Icon, magazine_Mechanic_01.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.MechanicMag2: Icon, magazine_Mechanic_02.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.MechanicMag3: Icon, magazine_Mechanic_03.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.Journal: Icon, journalBlue.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.Notebook: Weight, 0.1.
[24-09-24 01:51:16.674] LOG  : General     , 1727135476674> 0> Base.BookCarpentry1: Icon, book_rice_Carpentry1.
