[12-10-24 12:05:02.576] LOG  : General     , 1728727502576> 0> RuggedRecipes.HoochMash: DisplayCategory, FoodP.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire1: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire1: Icon, TireAvgStandard.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire2: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire2: Icon, TireAvgHeavy.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire3: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTire3: Icon, TireAvgSport.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTrunk1: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTrunk2: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.NormalTrunk3: displaycategory, Mech.
[12-10-24 12:05:03.313] LOG  : General     , 1728727503313> 0> Base.OldBrake1: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldBrake1: Icon, CarBrakeOldStandard.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldBrake2: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldBrake2: Icon, CarBrakeOldHeavy.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldBrake3: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldBrake3: Icon, CarBrakeOldSport.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler1: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler1: Icon, CarMufflerOldStandard.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler2: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler2: Icon, CarMufflerOldHeavy.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler3: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldCarMuffler3: Icon, CarMufflerOldSport.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire1: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire1: Icon, TireOldStandard.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire2: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire2: Icon, TireOldHeavy.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire3: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.OldTire3: Icon, TireOldSport.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.RearCarDoor1: displaycategory, Mech.
[12-10-24 12:05:03.314] LOG  : General     , 1728727503314> 0> Base.RearCarDoor1: Icon, RearCarDoorStandard.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoor2: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoor2: Icon, RearCarDoorHeavy.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoor3: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoor3: Icon, RearCarDoorSport.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble1: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble1: Icon, RearCarDoorDoubleStandard.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble2: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble2: Icon, RearCarDoorDoubleHeavy.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble3: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearCarDoorDouble3: Icon, RearCarDoorDoubleSport.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow1: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow1: Icon, RearWindowStandard.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow2: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow2: Icon, RearWindowHeavy.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow3: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindow3: Icon, RearWindowSport.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindshield1: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindshield1: Icon, RearWindShieldStandard.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindshield2: displaycategory, Mech.
[12-10-24 12:05:03.315] LOG  : General     , 1728727503315> 0> Base.RearWindshield2: Icon, RearWindShieldHeavy.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.RearWindshield3: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.RearWindshield3: Icon, RearWindShieldSport.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank1: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank1: Icon, CarGasTankOldStandard.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank2: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank2: Icon, CarGasTankOldHeavy.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank3: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallGasTank3: Icon, CarGasTankOldSport.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallTrunk1: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallTrunk2: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.SmallTrunk3: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.TrailerTrunk1: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.TrailerTrunk2: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.TrailerTrunk3: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.TrunkDoor1: displaycategory, Mech.
[12-10-24 12:05:03.316] LOG  : General     , 1728727503316> 0> Base.TrunkDoor1: Icon, TrunkDoorStandard.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.TrunkDoor2: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.TrunkDoor2: Icon, TrunkDoorHeavy.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.TrunkDoor3: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.TrunkDoor3: Icon, TrunkDoorSport.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield1: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield1: Icon, WindShieldStandard.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield2: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield2: Icon, WindShieldHeavy.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield3: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Windshield3: Icon, WindShieldSport.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.VanSeatsTrunk2: displaycategory, Mech.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Disc_Retail: displaycategory, MediaA.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.Disc: displaycategory, MediaA.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.VHS: displaycategory, MediaV.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.VHS_Home: displaycategory, MediaV.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.VHS_Retail: displaycategory, MediaV.
[12-10-24 12:05:03.317] LOG  : General     , 1728727503317> 0> Base.AlcoholBandage: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.AlcoholedCottonBalls: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.AlcoholRippedSheets: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.AlcoholWipes: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Antibiotics: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Bandage: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.BandageDirty: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Bandaid: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.BlackSage: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Comfrey: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.ComfreyCataplasm: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.CommonMallow: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.CottonBalls: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Disinfectant: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.FirstAidKit: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Ginseng: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.LemonGrass: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.Pills: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.PillsAntiDep: displaycategory, Med.
[12-10-24 12:05:03.318] LOG  : General     , 1728727503318> 0> Base.PillsBeta: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503318> 0> Base.PillsSleepingTablets: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.PillsVitamins: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.Plantain: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.PlantainCataplasm: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.Splint: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.SutureNeedle: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.SutureNeedleHolder: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.Tissue: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.ToiletPaper: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.Tweezers: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.WildGarlic: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.WildGarlicCataplasm: displaycategory, Med.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.BareHands: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.CardDeck: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.CombinationPadlock: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.CorpseFemale: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.CorpseMale: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.Dice: displaycategory, Misc.
[12-10-24 12:05:03.319] LOG  : General     , 1728727503319> 0> Base.KeyPadlock: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Padlock: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Stairs: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Underwear1: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Underwear2: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.WaterDrop: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp1: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp2: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp3: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp4: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp5: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Lamp6: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Microwave: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Microwave2: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Mov_Toaster: displaycategory, Misc.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Paintbrush: displaycategory, Paint.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.PercedWood: displaycategory, SurCamp.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> Base.Twigs: displaycategory, SurCamp.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> camping.CampfireKit: displaycategory, SurCamp.
[12-10-24 12:05:03.320] LOG  : General     , 1728727503320> 0> camping.CampingTent: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> camping.CampingTentKit: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> camping.Flint: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> camping.SteelAndFlint: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> camping.SteelKnuckle: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.UnusableWood: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.Coal: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.FireWoodKit: displaycategory, SurCamp.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.CompostBag: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.Dirtbag: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.Fertilizer: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.FertilizerEmpty: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> Base.SeedBag: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> farming.BroccoliBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> farming.BroccoliSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> farming.CabbageBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.321] LOG  : General     , 1728727503321> 0> farming.CabbageSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.CarrotBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.CarrotSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.PotatoBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.PotatoSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.RedRadishBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.RedRadishSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.StrewberrieBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.StrewberrieSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.TomatoBagSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> farming.TomatoSeed: displaycategory, SurFarm.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.BaitFish: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.BrokenFishingNet: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.CraftedFishingRod: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.CraftedFishingRodTwineLine: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.FishingLine: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.FishingNet: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.FishingRod: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.FishingRodBreak: displaycategory, SurFish.
[12-10-24 12:05:03.322] LOG  : General     , 1728727503322> 0> Base.FishingRodTwineLine: displaycategory, SurFish.
[12-10-24 12:05:03.323] LOG  : General     , 1728727503323> 0> Base.FishingTackle: displaycategory, SurFish.
[12-10-24 12:05:03.323] LOG  : General     , 1728727503323> 0> Base.FishingTackle2: displaycategory, SurFish.
[12-10-24 12:05:03.323] LOG  : General     , 1728727503323> 0> Base.TrapBox: displaycategory, SurTrap.
[12-10-24 12:05:03.323] LOG  : General     , 1728727503323> 0> Base.TrapCage: displaycategory, SurTrap.
[12-10-24 12:05:03.323] LOG  : General     , 1728727503323> 0> Base.TrapCrate: displaycategory, SurTrap.
