[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.CakeCarrot: DisplayCategory, FoodP.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.MeatPatty: DisplayCategory, FoodP.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.Book: DisplayCategory, LitE.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.PancakesRecipe: DisplayCategory, FoodP.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.WinterBerry: DisplayCategory, FoodP.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.MonarchCaterpillar: DisplayCategory, FoodN.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.FriedOnionRingsCraft: DisplayCategory, FoodP.
[30-09-24 18:24:48.038] LOG  : General     , 1727713488038> 0> Base.RiceBowl: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Muffintray_Biscuit: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.BigSalt2: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.CookiesSugarDough: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Modjeska: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.GlueMixOnPan: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Crackerpack1: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Crackerpack2: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.GriddlePanFriedVegetables: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Burger: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.SaucePan_Uncook_BlueberryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Eggplant: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.JamFruit_Peach: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Egg: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.MuffinFruit: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.CannedMushroomSoupOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.PlasticCupWater: DisplayCategory, FoodB.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.Crackers: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.GummyBears: DisplayCategory, FoodN.
[30-09-24 18:24:48.039] LOG  : General     , 1727713488039> 0> Base.SaucePan_BlueberryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Corndog: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.SackProduce_Strawberry: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Watermelon: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Rabbitmeat: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.JarPickle_Jalapeno_Ready: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Jujubes: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Peanuts: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Termites: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.SackProduce_Cabbage: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Apple: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.SweetJuice: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Magazine: DisplayCategory, LitE.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Cockroach: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Waffles: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.SaucePan_CherryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.Avocado: DisplayCategory, FoodP.
[30-09-24 18:24:48.040] LOG  : General     , 1727713488040> 0> Base.CakeRaw: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.Sliced_Watermelon: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.SpoonMagazinePrserving: DisplayCategory, LitR.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.ShrimpFriedCraft: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.CannedPotatoOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.PepperJalapeno: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.Salmon: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.SaucePan_OrangeMarmalade: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.CannedBologneseOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.WildEggs: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.MeatDumpling: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.TomatoPaste: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.Grasshopper: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.Marshmallows: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.Fries: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.SawflyLarva: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.CandyFruitSlices: DisplayCategory, FoodN.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.BaguetteDough: DisplayCategory, FoodP.
[30-09-24 18:24:48.041] LOG  : General     , 1727713488041> 0> Base.KetchupOnPot: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.Dried_Strawberries: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.SaucePan_StrawberryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.PieKeyLime: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.Big_ColaPetFull: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric5: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric6: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric3: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric4: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric1: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric2: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.MushroomGeneric7: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.CannedSardines: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.CookieChocolateChip: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.Sliced_Banana: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.JellyBeans: DisplayCategory, FoodN.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.Trout: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.ChickenFoot: DisplayCategory, FoodP.
[30-09-24 18:24:48.042] LOG  : General     , 1727713488042> 0> Base.Rosemary: DisplayCategory, FoodN.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BigSugar2: DisplayCategory, FoodN.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.PieLemonMeringue: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.Dried_FishFillet: DisplayCategory, FoodN.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.PastaPan: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BerryGeneric5: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BerryGeneric1: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BerryGeneric2: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BerryGeneric3: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.BerryGeneric4: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.Leek: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.FirstBlood_Book: DisplayCategory, LitR.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.Sage: DisplayCategory, FoodN.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.Prepared_FishFillet: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.Sliced_Zucchini: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.PancakesCraft: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.YBulp: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.CrackerDough: DisplayCategory, FoodP.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.MagazineCrossword1: DisplayCategory, LitE.
[30-09-24 18:24:48.043] LOG  : General     , 1727713488043> 0> Base.MagazineCrossword2: DisplayCategory, LitE.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.MagazineCrossword3: DisplayCategory, LitE.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Lettuce: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Guacamole: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Centipede2: DisplayCategory, FoodN.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Thyme: DisplayCategory, FoodN.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.SackProduce_Onion: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Dough: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.CannedMilkOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.TortillaChips: DisplayCategory, FoodN.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.BakingTray_Muffin: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.CannedBroccoli: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.FishRoe: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.MuttonChop: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.EggPoached: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.SackProduce_Cherry: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.PanFriedVegetables: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.CinnamonRoll: DisplayCategory, FoodN.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.HomemadeCarrotsOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.044] LOG  : General     , 1727713488044> 0> Base.Dried_Watermelon: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Zucchini: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.BigSalt: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Daikon: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Pike: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Sausage: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Sliced_Peach: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Crisps3: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Crisps2: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Crisps4: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.CannedFruitBeverageOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Big_RawPorkFillet: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.TinnedSoup: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.HomemadeCabbageOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.OatsRaw: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.CannedBellPepper: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.SackProduce_Potato: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.Allsorts: DisplayCategory, FoodN.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.CannedPeachesOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.045] LOG  : General     , 1727713488045> 0> Base.JamFruit_Grape: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.VinegarBrewReady: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.Gravy: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.BerryPoisonIvy: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.CookiesChocolate: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.PanFriedVegetables2: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.Prepared_BaitFish: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.DriedChickpeas: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.HomemadeTomatoes: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.GranolaBar: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.SaucePan_BlackberryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.EggBoiled: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.Edamame: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.Big_Energybar: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.HiHis: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.BurritoRecipe: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.SackProduce_Corn: DisplayCategory, FoodP.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.BeefJerky: DisplayCategory, FoodN.
[30-09-24 18:24:48.046] LOG  : General     , 1727713488046> 0> Base.DeadSquirrel: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.CakeBlackForest: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.DeadMouse: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.Big_ChickenJerky: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.JamFruit_Apple: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.CannedCarrots: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.CandyCorn: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.BioGasRefineryWorking: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.Big_PucariCan: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.ChickenFried: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.Catfish: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.DriedSplitPeas: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.JarPickle_Onion: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.SWortEthanol: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.Oysters: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.CannedCarrotsOpen: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.ChocoCakes: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.CannedCornedBeef: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.OnionRings: DisplayCategory, FoodP.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.DehydratedMeatStick: DisplayCategory, FoodN.
[30-09-24 18:24:48.047] LOG  : General     , 1727713488047> 0> Base.Big_PetEmpty: DisplayCategory, Container.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.Mango: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.SackProduce_Peach: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.SaucePan_Uncook_BlackberryJam: DisplayCategory, FoodN.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.FriedOnionRings: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.SackProduce_Pear: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.DoughnutPlain: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.Milk: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.Springroll: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.Prepared_Shrimp: DisplayCategory, FoodP.
[30-09-24 18:24:48.048] LOG  : General     , 1727713488048> 0> Base.Pancakes: DisplayCategory, FoodP.
