[23-09-24 13:53:30.199] LOG  : General     , 1727092410199> 0> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble1: displaycategory, Mech.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble1: Icon, RearCarDoorDoubleStandard.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble2: displaycategory, Mech.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble2: Icon, RearCarDoorDoubleHeavy.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble3: displaycategory, Mech.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearCarDoorDouble3: Icon, RearCarDoorDoubleSport.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearWindow1: displaycategory, Mech.
[23-09-24 13:53:30.910] LOG  : General     , 1727092410910> 0> Base.RearWindow1: Icon, RearWindowStandard.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindow2: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindow2: Icon, RearWindowHeavy.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindow3: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindow3: Icon, RearWindowSport.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield1: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield1: Icon, RearWindShieldStandard.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield2: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield2: Icon, RearWindShieldHeavy.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield3: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.RearWindshield3: Icon, RearWindShieldSport.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank1: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank1: Icon, CarGasTankOldStandard.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank2: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank2: Icon, CarGasTankOldHeavy.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank3: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallGasTank3: Icon, CarGasTankOldSport.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallTrunk1: displaycategory, Mech.
[23-09-24 13:53:30.911] LOG  : General     , 1727092410911> 0> Base.SmallTrunk2: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.SmallTrunk3: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrailerTrunk1: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrailerTrunk2: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrailerTrunk3: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor1: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor1: Icon, TrunkDoorStandard.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor2: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor2: Icon, TrunkDoorHeavy.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor3: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.TrunkDoor3: Icon, TrunkDoorSport.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield1: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield1: Icon, WindShieldStandard.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield2: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield2: Icon, WindShieldHeavy.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield3: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Windshield3: Icon, WindShieldSport.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.VanSeatsTrunk2: displaycategory, Mech.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Disc_Retail: displaycategory, MediaA.
[23-09-24 13:53:30.912] LOG  : General     , 1727092410912> 0> Base.Disc: displaycategory, MediaA.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.VHS: displaycategory, MediaV.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.VHS_Home: displaycategory, MediaV.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.VHS_Retail: displaycategory, MediaV.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.AlcoholBandage: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.AlcoholedCottonBalls: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.AlcoholRippedSheets: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.AlcoholWipes: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.Antibiotics: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.Bandage: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.BandageDirty: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.Bandaid: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.BlackSage: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.Comfrey: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.ComfreyCataplasm: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.CommonMallow: displaycategory, Med.
[23-09-24 13:53:30.913] LOG  : General     , 1727092410913> 0> Base.CottonBalls: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Disinfectant: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.FirstAidKit: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Ginseng: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.LemonGrass: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Pills: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.PillsAntiDep: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.PillsBeta: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.PillsSleepingTablets: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.PillsVitamins: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Plantain: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.PlantainCataplasm: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Splint: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.SutureNeedle: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.SutureNeedleHolder: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.Tissue: displaycategory, Med.
[23-09-24 13:53:30.914] LOG  : General     , 1727092410914> 0> Base.ToiletPaper: displaycategory, Med.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Tweezers: displaycategory, Med.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.WildGarlic: displaycategory, Med.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.WildGarlicCataplasm: displaycategory, Med.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.BareHands: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.CardDeck: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.CombinationPadlock: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.CorpseFemale: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.CorpseMale: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Dice: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.KeyPadlock: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Padlock: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Stairs: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Underwear1: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.Underwear2: displaycategory, Misc.
[23-09-24 13:53:30.915] LOG  : General     , 1727092410915> 0> Base.WaterDrop: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp1: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp2: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp3: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp4: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp5: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Lamp6: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Microwave: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Microwave2: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Mov_Toaster: displaycategory, Misc.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Paintbrush: displaycategory, Paint.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.PercedWood: displaycategory, SurCamp.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> Base.Twigs: displaycategory, SurCamp.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> camping.CampfireKit: displaycategory, SurCamp.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> camping.CampingTent: displaycategory, SurCamp.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> camping.CampingTentKit: displaycategory, SurCamp.
[23-09-24 13:53:30.916] LOG  : General     , 1727092410916> 0> camping.Flint: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> camping.SteelAndFlint: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> camping.SteelKnuckle: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.UnusableWood: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.Coal: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.FireWoodKit: displaycategory, SurCamp.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.CompostBag: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.Dirtbag: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.Fertilizer: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.FertilizerEmpty: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> Base.SeedBag: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.BroccoliBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.BroccoliSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.CabbageBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.CabbageSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.CarrotBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.CarrotSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.PotatoBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.917] LOG  : General     , 1727092410917> 0> farming.PotatoSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.RedRadishBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.RedRadishSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.StrewberrieBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.StrewberrieSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.TomatoBagSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> farming.TomatoSeed: displaycategory, SurFarm.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.BaitFish: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.BrokenFishingNet: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.CraftedFishingRod: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.CraftedFishingRodTwineLine: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingLine: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingNet: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingRod: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingRodBreak: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingRodTwineLine: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingTackle: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.FishingTackle2: displaycategory, SurFish.
[23-09-24 13:53:30.918] LOG  : General     , 1727092410918> 0> Base.TrapBox: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.TrapCage: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.TrapCrate: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.TrapMouse: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.TrapSnare: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.TrapStick: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> farming.BaconBits: displaycategory, SurTrap.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.BlowTorch: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Candle: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.CandleLit: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.CarBatteryCharger: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Crowbar: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Extinguisher: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.GardenSaw: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Hammer: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.HammerStone: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.HandTorch: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Jack: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.Lighter: displaycategory, Tool.
[23-09-24 13:53:30.919] LOG  : General     , 1727092410919> 0> Base.LugWrench: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Matches: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.MortarPestle: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Needle: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.PipeWrench: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Saw: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Scissors: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Screwdriver: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.SheetRope: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Shovel: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Shovel2: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Sledgehammer: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Sledgehammer2: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.TinOpener: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.TirePump: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Torch: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.Umbrella: displaycategory, Tool.
[23-09-24 13:53:30.920] LOG  : General     , 1727092410920> 0> Base.UmbrellaBlack: displaycategory, Tool.
